REGION,Region,LOCATION,Country,INC,Income,VAR,Variable,TIME,Year,Value,Flag Codes,Flags
ASI,Asia,JPN,Japan,HIN,High income,RAPFR_SAFS_LAW,Law,2019,2019,0.25,,
ASI,Asia,JPN,Japan,HIN,High income,RAPFR_SAFS_PRACT,Practice,2019,2019,51.1,,
ASI,Asia,JPN,Japan,HIN,High income,RAPFR_WR_LAW,Law,2019,2019,1,,
ASI,Asia,JPN,Japan,HIN,High income,RAPFR_WR_ATT,Attitudes,2019,2019,4,,
ASI,Asia,JPN,Japan,HIN,High income,RAPFR_WR_PRACT,Practice,2019,2019,13,,
ASI,Asia,JPN,Japan,HIN,High income,RCL_CR_LAW,Law,2019,2019,0,,
ASI,Asia,JPN,Japan,HIN,High income,RCL_PV_LAW,Law,2019,2019,0.5,,
ASI,Asia,JPN,Japan,HIN,High income,RCL_PV_ATT,Attitudes,2019,2019,27.6,,
ASI,Asia,JPN,Japan,HIN,High income,RCL_PV_PRACT,Practice,2019,2019,10.1,,
ASI,Asia,JPN,Japan,HIN,High income,RCL_FM_LAW,Law,2019,2019,0,,
ASI,Asia,JPN,Japan,HIN,High income,RCL_FM_PRACT,Practice,2019,2019,66.1,,
ASI,Asia,JPN,Japan,HIN,High income,RCL_AJ_LAW,Law,2019,2019,0,,
ASI,Asia,JPN,Japan,HIN,High income,RCL_AJ_PRACT,Practice,2019,2019,48.5,,
ALL,All regions,JPN,Japan,HIN,High income,DF_HR_LAW,Law,2019,2019,0.25,,
ALL,All regions,JPN,Japan,HIN,High income,DF_HR_ATT,Attitudes,2019,2019,15.3,,
ALL,All regions,JPN,Japan,HIN,High income,DF_HR_PRACT,Practice,2019,2019,4.76,,
ALL,All regions,JPN,Japan,HIN,High income,DF_DV_LAW,Law,2019,2019,0.25,,
ALL,All regions,JPN,Japan,HIN,High income,DF_IN_LAW,Law,2019,2019,0,,
ALL,All regions,JPN,Japan,HIN,High income,RPI_VAW_LAW,Law,2019,2019,0.75,,
ALL,All regions,JPN,Japan,HIN,High income,RPI_VAW_ATT,Attitudes,2019,2019,8.9,,
ALL,All regions,JPN,Japan,HIN,High income,RPI_VAW_PRACT,Practice,2019,2019,15.4,,
ALL,All regions,JPN,Japan,HIN,High income,RPI_FGM_LAW,Law,2019,2019,1,,
ALL,All regions,JPN,Japan,HIN,High income,RPI_MW_PRACT,Practice,2019,2019,105.6,,
ALL,All regions,JPN,Japan,HIN,High income,RPI_RA_LAW,Law,2019,2019,0.5,,
ALL,All regions,JPN,Japan,HIN,High income,RPI_RA_PRACT,Practice,2019,2019,20,,
ALL,All regions,JPN,Japan,HIN,High income,RAPFR_SAL_LAW,Law,2019,2019,0.25,,
ALL,All regions,JPN,Japan,HIN,High income,RAPFR_SANL_LAW,Law,2019,2019,0,,
ALL,All regions,JPN,Japan,HIN,High income,RAPFR_SAFS_LAW,Law,2019,2019,0.25,,
ALL,All regions,JPN,Japan,HIN,High income,RAPFR_SAFS_PRACT,Practice,2019,2019,51.1,,
ALL,All regions,JPN,Japan,HIN,High income,RAPFR_WR_LAW,Law,2019,2019,1,,
ALL,All regions,JPN,Japan,HIN,High income,RAPFR_WR_ATT,Attitudes,2019,2019,4,,
ALL,All regions,JPN,Japan,HIN,High income,RAPFR_WR_PRACT,Practice,2019,2019,13,,
ALL,All regions,JPN,Japan,HIN,High income,RCL_CR_LAW,Law,2019,2019,0,,
ALL,All regions,JPN,Japan,HIN,High income,RCL_PV_LAW,Law,2019,2019,0.5,,
ALL,All regions,JPN,Japan,HIN,High income,RCL_PV_ATT,Attitudes,2019,2019,27.6,,
ALL,All regions,JPN,Japan,HIN,High income,RCL_PV_PRACT,Practice,2019,2019,10.1,,
ALL,All regions,JPN,Japan,HIN,High income,RCL_FM_LAW,Law,2019,2019,0,,
ALL,All regions,JPN,Japan,HIN,High income,RCL_FM_PRACT,Practice,2019,2019,66.1,,
ALL,All regions,JPN,Japan,HIN,High income,RCL_AJ_LAW,Law,2019,2019,0,,
ALL,All regions,JPN,Japan,HIN,High income,RCL_AJ_PRACT,Practice,2019,2019,48.5,,
ASI,Asia,KOR,Korea,HIN,High income,DF_HR_LAW,Law,2019,2019,0.5,,
ASI,Asia,KOR,Korea,HIN,High income,DF_HR_ATT,Attitudes,2019,2019,55.2,,
ASI,Asia,KOR,Korea,HIN,High income,DF_HR_PRACT,Practice,2019,2019,4.43,,
ASI,Asia,KOR,Korea,HIN,High income,DF_DV_LAW,Law,2019,2019,0,,
ASI,Asia,KOR,Korea,HIN,High income,DF_IN_LAW,Law,2019,2019,0,,
ASI,Asia,KOR,Korea,HIN,High income,RPI_VAW_LAW,Law,2019,2019,0.25,,
ASI,Asia,KOR,Korea,HIN,High income,RPI_VAW_ATT,Attitudes,2019,2019,18.4,,
ASI,Asia,KOR,Korea,HIN,High income,RPI_VAW_PRACT,Practice,2019,2019,16.5,,
ASI,Asia,KOR,Korea,HIN,High income,RPI_FGM_LAW,Law,2019,2019,1,,
ASI,Asia,KOR,Korea,HIN,High income,RPI_MW_PRACT,Practice,2019,2019,106.9,,
ASI,Asia,KOR,Korea,HIN,High income,RPI_RA_LAW,Law,2019,2019,0.5,,
ASI,Asia,KOR,Korea,HIN,High income,RPI_RA_PRACT,Practice,2019,2019,6,,
ASI,Asia,KOR,Korea,HIN,High income,RAPFR_SAL_LAW,Law,2019,2019,0.25,,
ASI,Asia,KOR,Korea,HIN,High income,RAPFR_SANL_LAW,Law,2019,2019,0.25,,
ASI,Asia,KOR,Korea,HIN,High income,RAPFR_SAFS_LAW,Law,2019,2019,0,,
ASI,Asia,KOR,Korea,HIN,High income,RAPFR_SAFS_PRACT,Practice,2019,2019,49.9,,
ASI,Asia,KOR,Korea,HIN,High income,RAPFR_WR_LAW,Law,2019,2019,1,,
ASI,Asia,KOR,Korea,HIN,High income,RAPFR_WR_ATT,Attitudes,2019,2019,6,,
ASI,Asia,KOR,Korea,HIN,High income,RAPFR_WR_PRACT,Practice,2019,2019,10.5,,
ASI,Asia,KOR,Korea,HIN,High income,RCL_CR_LAW,Law,2019,2019,0.25,,
ASI,Asia,KOR,Korea,HIN,High income,RCL_PV_LAW,Law,2019,2019,0.25,,
ASI,Asia,KOR,Korea,HIN,High income,RCL_PV_ATT,Attitudes,2019,2019,43.9,,
ASI,Asia,KOR,Korea,HIN,High income,RCL_PV_PRACT,Practice,2019,2019,17,,
ASI,Asia,KOR,Korea,HIN,High income,RCL_FM_LAW,Law,2019,2019,0,,
ASI,Asia,KOR,Korea,HIN,High income,RCL_FM_PRACT,Practice,2019,2019,51.3,,
ASI,Asia,KOR,Korea,HIN,High income,RCL_AJ_LAW,Law,2019,2019,0,,
ASI,Asia,KOR,Korea,HIN,High income,RCL_AJ_PRACT,Practice,2019,2019,44.8,,
ALL,All regions,KOR,Korea,HIN,High income,DF_HR_LAW,Law,2019,2019,0.5,,
ALL,All regions,KOR,Korea,HIN,High income,DF_HR_ATT,Attitudes,2019,2019,55.2,,
ALL,All regions,KOR,Korea,HIN,High income,DF_HR_PRACT,Practice,2019,2019,4.43,,
ALL,All regions,KOR,Korea,HIN,High income,DF_DV_LAW,Law,2019,2019,0,,
ALL,All regions,KOR,Korea,HIN,High income,DF_IN_LAW,Law,2019,2019,0,,
ALL,All regions,KOR,Korea,HIN,High income,RPI_VAW_LAW,Law,2019,2019,0.25,,
ALL,All regions,KOR,Korea,HIN,High income,RPI_VAW_ATT,Attitudes,2019,2019,18.4,,
ALL,All regions,KOR,Korea,HIN,High income,RPI_VAW_PRACT,Practice,2019,2019,16.5,,
ALL,All regions,KOR,Korea,HIN,High income,RPI_FGM_LAW,Law,2019,2019,1,,
ALL,All regions,KOR,Korea,HIN,High income,RPI_MW_PRACT,Practice,2019,2019,106.9,,
ALL,All regions,KOR,Korea,HIN,High income,RPI_RA_LAW,Law,2019,2019,0.5,,
ALL,All regions,KOR,Korea,HIN,High income,RPI_RA_PRACT,Practice,2019,2019,6,,
ALL,All regions,KOR,Korea,HIN,High income,RAPFR_SAL_LAW,Law,2019,2019,0.25,,
ALL,All regions,KOR,Korea,HIN,High income,RAPFR_SANL_LAW,Law,2019,2019,0.25,,
ALL,All regions,KOR,Korea,HIN,High income,RAPFR_SAFS_LAW,Law,2019,2019,0,,
ALL,All regions,KOR,Korea,HIN,High income,RAPFR_SAFS_PRACT,Practice,2019,2019,49.9,,
ALL,All regions,KOR,Korea,HIN,High income,RAPFR_WR_LAW,Law,2019,2019,1,,
ALL,All regions,KOR,Korea,HIN,High income,RAPFR_WR_ATT,Attitudes,2019,2019,6,,
ALL,All regions,KOR,Korea,HIN,High income,RAPFR_WR_PRACT,Practice,2019,2019,10.5,,
ALL,All regions,KOR,Korea,HIN,High income,RCL_CR_LAW,Law,2019,2019,0.25,,
ALL,All regions,KOR,Korea,HIN,High income,RCL_PV_LAW,Law,2019,2019,0.25,,
ALL,All regions,KOR,Korea,HIN,High income,RCL_PV_ATT,Attitudes,2019,2019,43.9,,
ALL,All regions,KOR,Korea,HIN,High income,RCL_PV_PRACT,Practice,2019,2019,17,,
ALL,All regions,KOR,Korea,HIN,High income,RCL_FM_LAW,Law,2019,2019,0,,
ALL,All regions,KOR,Korea,HIN,High income,RCL_FM_PRACT,Practice,2019,2019,51.3,,
ALL,All regions,KOR,Korea,HIN,High income,RCL_AJ_LAW,Law,2019,2019,0,,
ALL,All regions,KOR,Korea,HIN,High income,RCL_AJ_PRACT,Practice,2019,2019,44.8,,
EUR,Europe,LUX,Luxembourg,HIN,High income,DF_HR_LAW,Law,2019,2019,0.5,,
EUR,Europe,LUX,Luxembourg,HIN,High income,DF_HR_PRACT,Practice,2019,2019,1.98,,
EUR,Europe,LUX,Luxembourg,HIN,High income,DF_DV_LAW,Law,2019,2019,0,,
EUR,Europe,LUX,Luxembourg,HIN,High income,DF_IN_LAW,Law,2019,2019,0,,
EUR,Europe,LUX,Luxembourg,HIN,High income,RPI_VAW_LAW,Law,2019,2019,0.75,,
EUR,Europe,LUX,Luxembourg,HIN,High income,RPI_VAW_ATT,Attitudes,2019,2019,2,,
EUR,Europe,LUX,Luxembourg,HIN,High income,RPI_VAW_PRACT,Practice,2019,2019,22,,
EUR,Europe,LUX,Luxembourg,HIN,High income,RPI_FGM_LAW,Law,2019,2019,1,,
EUR,Europe,LUX,Luxembourg,HIN,High income,RPI_MW_PRACT,Practice,2019,2019,106,,
EUR,Europe,LUX,Luxembourg,HIN,High income,RPI_RA_LAW,Law,2019,2019,0,,
EUR,Europe,LUX,Luxembourg,HIN,High income,RAPFR_SAL_LAW,Law,2019,2019,0,,
EUR,Europe,LUX,Luxembourg,HIN,High income,RAPFR_SAL_PRACT,Practice,2019,2019,15.9,,
EUR,Europe,LUX,Luxembourg,HIN,High income,RAPFR_SANL_LAW,Law,2019,2019,0,,
EUR,Europe,LUX,Luxembourg,HIN,High income,RAPFR_SAFS_LAW,Law,2019,2019,0,,
EUR,Europe,LUX,Luxembourg,HIN,High income,RAPFR_SAFS_PRACT,Practice,2019,2019,49.4,,
EUR,Europe,LUX,Luxembourg,HIN,High income,RAPFR_WR_LAW,Law,2019,2019,0,,
EUR,Europe,LUX,Luxembourg,HIN,High income,RAPFR_WR_ATT,Attitudes,2019,2019,3,,
EUR,Europe,LUX,Luxembourg,HIN,High income,RAPFR_WR_PRACT,Practice,2019,2019,18.8,,
EUR,Europe,LUX,Luxembourg,HIN,High income,RCL_CR_LAW,Law,2019,2019,0,,
EUR,Europe,LUX,Luxembourg,HIN,High income,RCL_PV_LAW,Law,2019,2019,0,,
EUR,Europe,LUX,Luxembourg,HIN,High income,RCL_PV_PRACT,Practice,2019,2019,28.3,,
EUR,Europe,LUX,Luxembourg,HIN,High income,RCL_FM_LAW,Law,2019,2019,0,,
EUR,Europe,LUX,Luxembourg,HIN,High income,RCL_FM_PRACT,Practice,2019,2019,56,,
EUR,Europe,LUX,Luxembourg,HIN,High income,RCL_AJ_LAW,Law,2019,2019,0,,
EUR,Europe,LUX,Luxembourg,HIN,High income,RCL_AJ_PRACT,Practice,2019,2019,44.5,,
ALL,All regions,LUX,Luxembourg,HIN,High income,DF_HR_LAW,Law,2019,2019,0.5,,
ALL,All regions,LUX,Luxembourg,HIN,High income,DF_HR_PRACT,Practice,2019,2019,1.98,,
ALL,All regions,LUX,Luxembourg,HIN,High income,DF_DV_LAW,Law,2019,2019,0,,
ALL,All regions,LUX,Luxembourg,HIN,High income,DF_IN_LAW,Law,2019,2019,0,,
ALL,All regions,LUX,Luxembourg,HIN,High income,RPI_VAW_LAW,Law,2019,2019,0.75,,
ALL,All regions,LUX,Luxembourg,HIN,High income,RPI_VAW_ATT,Attitudes,2019,2019,2,,
ALL,All regions,LUX,Luxembourg,HIN,High income,RPI_VAW_PRACT,Practice,2019,2019,22,,
ALL,All regions,LUX,Luxembourg,HIN,High income,RPI_FGM_LAW,Law,2019,2019,1,,
ALL,All regions,LUX,Luxembourg,HIN,High income,RPI_MW_PRACT,Practice,2019,2019,106,,
ALL,All regions,LUX,Luxembourg,HIN,High income,RPI_RA_LAW,Law,2019,2019,0,,
ALL,All regions,LUX,Luxembourg,HIN,High income,RAPFR_SAL_LAW,Law,2019,2019,0,,
ALL,All regions,LUX,Luxembourg,HIN,High income,RAPFR_SAL_PRACT,Practice,2019,2019,15.9,,
ALL,All regions,LUX,Luxembourg,HIN,High income,RAPFR_SANL_LAW,Law,2019,2019,0,,
ALL,All regions,LUX,Luxembourg,HIN,High income,RAPFR_SAFS_LAW,Law,2019,2019,0,,
ALL,All regions,LUX,Luxembourg,HIN,High income,RAPFR_SAFS_PRACT,Practice,2019,2019,49.4,,
ALL,All regions,LUX,Luxembourg,HIN,High income,RAPFR_WR_LAW,Law,2019,2019,0,,
ALL,All regions,LUX,Luxembourg,HIN,High income,RAPFR_WR_ATT,Attitudes,2019,2019,3,,
ALL,All regions,LUX,Luxembourg,HIN,High income,RAPFR_WR_PRACT,Practice,2019,2019,18.8,,
ALL,All regions,LUX,Luxembourg,HIN,High income,RCL_CR_LAW,Law,2019,2019,0,,
ALL,All regions,LUX,Luxembourg,HIN,High income,RCL_PV_LAW,Law,2019,2019,0,,
ALL,All regions,LUX,Luxembourg,HIN,High income,RCL_PV_PRACT,Practice,2019,2019,28.3,,
ALL,All regions,LUX,Luxembourg,HIN,High income,RCL_FM_LAW,Law,2019,2019,0,,
ALL,All regions,LUX,Luxembourg,HIN,High income,RCL_FM_PRACT,Practice,2019,2019,56,,
ALL,All regions,LUX,Luxembourg,HIN,High income,RCL_AJ_LAW,Law,2019,2019,0,,
ALL,All regions,LUX,Luxembourg,HIN,High income,RCL_AJ_PRACT,Practice,2019,2019,44.5,,
EUR,Europe,NLD,Netherlands,HIN,High income,DF_HR_LAW,Law,2019,2019,0.5,,
EUR,Europe,NLD,Netherlands,HIN,High income,DF_HR_ATT,Attitudes,2019,2019,14.9,,
EUR,Europe,NLD,Netherlands,HIN,High income,DF_HR_PRACT,Practice,2019,2019,1.48,,
EUR,Europe,NLD,Netherlands,HIN,High income,DF_DV_LAW,Law,2019,2019,0.25,,
EUR,Europe,NLD,Netherlands,HIN,High income,DF_IN_LAW,Law,2019,2019,0,,
EUR,Europe,NLD,Netherlands,HIN,High income,RPI_VAW_LAW,Law,2019,2019,0.75,,
EUR,Europe,NLD,Netherlands,HIN,High income,RPI_VAW_ATT,Attitudes,2019,2019,6.4,,
EUR,Europe,NLD,Netherlands,HIN,High income,RPI_VAW_PRACT,Practice,2019,2019,25,,
EUR,Europe,NLD,Netherlands,HIN,High income,RPI_FGM_LAW,Law,2019,2019,0.25,,
EUR,Europe,NLD,Netherlands,HIN,High income,RPI_MW_PRACT,Practice,2019,2019,105.5,,
EUR,Europe,NLD,Netherlands,HIN,High income,RPI_RA_LAW,Law,2019,2019,0,,
EUR,Europe,NLD,Netherlands,HIN,High income,RPI_RA_PRACT,Practice,2019,2019,8,,
EUR,Europe,NLD,Netherlands,HIN,High income,RAPFR_SAL_LAW,Law,2019,2019,0,,
EUR,Europe,NLD,Netherlands,HIN,High income,RAPFR_SAL_PRACT,Practice,2019,2019,6.1,,
EUR,Europe,NLD,Netherlands,HIN,High income,RAPFR_SANL_LAW,Law,2019,2019,0,,
EUR,Europe,NLD,Netherlands,HIN,High income,RAPFR_SAFS_LAW,Law,2019,2019,0,,
EUR,Europe,NLD,Netherlands,HIN,High income,RAPFR_SAFS_PRACT,Practice,2019,2019,50.3,,
EUR,Europe,NLD,Netherlands,HIN,High income,RAPFR_WR_LAW,Law,2019,2019,0,,
EUR,Europe,NLD,Netherlands,HIN,High income,RAPFR_WR_ATT,Attitudes,2019,2019,2,,
EUR,Europe,NLD,Netherlands,HIN,High income,RAPFR_WR_PRACT,Practice,2019,2019,26.6,,
EUR,Europe,NLD,Netherlands,HIN,High income,RCL_CR_LAW,Law,2019,2019,0,,
EUR,Europe,NLD,Netherlands,HIN,High income,RCL_PV_LAW,Law,2019,2019,0.5,,
EUR,Europe,NLD,Netherlands,HIN,High income,RCL_PV_ATT,Attitudes,2019,2019,10.6,,
EUR,Europe,NLD,Netherlands,HIN,High income,RCL_PV_PRACT,Practice,2019,2019,36,,
EUR,Europe,NLD,Netherlands,HIN,High income,RCL_FM_LAW,Law,2019,2019,0,,
EUR,Europe,NLD,Netherlands,HIN,High income,RCL_FM_PRACT,Practice,2019,2019,80.6,,
EUR,Europe,NLD,Netherlands,HIN,High income,RCL_AJ_LAW,Law,2019,2019,0,,
EUR,Europe,NLD,Netherlands,HIN,High income,RCL_AJ_PRACT,Practice,2019,2019,53.2,,
ALL,All regions,NLD,Netherlands,HIN,High income,DF_HR_LAW,Law,2019,2019,0.5,,
ALL,All regions,NLD,Netherlands,HIN,High income,DF_HR_ATT,Attitudes,2019,2019,14.9,,
ALL,All regions,NLD,Netherlands,HIN,High income,DF_HR_PRACT,Practice,2019,2019,1.48,,
ALL,All regions,NLD,Netherlands,HIN,High income,DF_DV_LAW,Law,2019,2019,0.25,,
ALL,All regions,NLD,Netherlands,HIN,High income,DF_IN_LAW,Law,2019,2019,0,,
ALL,All regions,NLD,Netherlands,HIN,High income,RPI_VAW_LAW,Law,2019,2019,0.75,,
ALL,All regions,NLD,Netherlands,HIN,High income,RPI_VAW_ATT,Attitudes,2019,2019,6.4,,
ALL,All regions,NLD,Netherlands,HIN,High income,RPI_VAW_PRACT,Practice,2019,2019,25,,
ALL,All regions,NLD,Netherlands,HIN,High income,RPI_FGM_LAW,Law,2019,2019,0.25,,
ALL,All regions,NLD,Netherlands,HIN,High income,RPI_MW_PRACT,Practice,2019,2019,105.5,,
ALL,All regions,NLD,Netherlands,HIN,High income,RPI_RA_LAW,Law,2019,2019,0,,
ALL,All regions,NLD,Netherlands,HIN,High income,RPI_RA_PRACT,Practice,2019,2019,8,,
ALL,All regions,NLD,Netherlands,HIN,High income,RAPFR_SAL_LAW,Law,2019,2019,0,,
ALL,All regions,NLD,Netherlands,HIN,High income,RAPFR_SAL_PRACT,Practice,2019,2019,6.1,,
ALL,All regions,NLD,Netherlands,HIN,High income,RAPFR_SANL_LAW,Law,2019,2019,0,,
ALL,All regions,NLD,Netherlands,HIN,High income,RAPFR_SAFS_LAW,Law,2019,2019,0,,
ALL,All regions,NLD,Netherlands,HIN,High income,RAPFR_SAFS_PRACT,Practice,2019,2019,50.3,,
ALL,All regions,NLD,Netherlands,HIN,High income,RAPFR_WR_LAW,Law,2019,2019,0,,
ALL,All regions,NLD,Netherlands,HIN,High income,RAPFR_WR_ATT,Attitudes,2019,2019,2,,
ALL,All regions,NLD,Netherlands,HIN,High income,RAPFR_WR_PRACT,Practice,2019,2019,26.6,,
ALL,All regions,NLD,Netherlands,HIN,High income,RCL_CR_LAW,Law,2019,2019,0,,
ALL,All regions,NLD,Netherlands,HIN,High income,RCL_PV_LAW,Law,2019,2019,0.5,,
ALL,All regions,NLD,Netherlands,HIN,High income,RCL_PV_ATT,Attitudes,2019,2019,10.6,,
ALL,All regions,NLD,Netherlands,HIN,High income,RCL_PV_PRACT,Practice,2019,2019,36,,
ALL,All regions,NLD,Netherlands,HIN,High income,RCL_FM_LAW,Law,2019,2019,0,,
ALL,All regions,NLD,Netherlands,HIN,High income,RCL_FM_PRACT,Practice,2019,2019,80.6,,
ALL,All regions,NLD,Netherlands,HIN,High income,RCL_AJ_LAW,Law,2019,2019,0,,
ALL,All regions,NLD,Netherlands,HIN,High income,RCL_AJ_PRACT,Practice,2019,2019,53.2,,
ASI,Asia,NZL,New Zealand,HIN,High income,DF_HR_LAW,Law,2019,2019,0.5,,
ASI,Asia,NZL,New Zealand,HIN,High income,DF_HR_ATT,Attitudes,2019,2019,21.4,,
ASI,Asia,NZL,New Zealand,HIN,High income,DF_HR_PRACT,Practice,2019,2019,1.71,,
ASI,Asia,NZL,New Zealand,HIN,High income,DF_DV_LAW,Law,2019,2019,0,,
ASI,Asia,NZL,New Zealand,HIN,High income,DF_IN_LAW,Law,2019,2019,0,,
ASI,Asia,NZL,New Zealand,HIN,High income,RPI_VAW_LAW,Law,2019,2019,0.75,,
ASI,Asia,NZL,New Zealand,HIN,High income,RPI_VAW_ATT,Attitudes,2019,2019,7.7,,
ASI,Asia,NZL,New Zealand,HIN,High income,RPI_VAW_PRACT,Practice,2019,2019,35,,
ASI,Asia,NZL,New Zealand,HIN,High income,RPI_FGM_LAW,Law,2019,2019,0,,
ASI,Asia,NZL,New Zealand,HIN,High income,RPI_MW_PRACT,Practice,2019,2019,105.4,,
ASI,Asia,NZL,New Zealand,HIN,High income,RPI_RA_LAW,Law,2019,2019,0.25,,
ASI,Asia,NZL,New Zealand,HIN,High income,RPI_RA_PRACT,Practice,2019,2019,9,,
ASI,Asia,NZL,New Zealand,HIN,High income,RAPFR_SAL_LAW,Law,2019,2019,0,,
ASI,Asia,NZL,New Zealand,HIN,High income,RAPFR_SANL_LAW,Law,2019,2019,0,,
ASI,Asia,NZL,New Zealand,HIN,High income,RAPFR_SAFS_LAW,Law,2019,2019,0,,
ASI,Asia,NZL,New Zealand,HIN,High income,RAPFR_SAFS_PRACT,Practice,2019,2019,50.9,,
ASI,Asia,NZL,New Zealand,HIN,High income,RAPFR_WR_LAW,Law,2019,2019,0.25,,
ASI,Asia,NZL,New Zealand,HIN,High income,RAPFR_WR_ATT,Attitudes,2019,2019,2,,
ASI,Asia,NZL,New Zealand,HIN,High income,RAPFR_WR_PRACT,Practice,2019,2019,40,,
ASI,Asia,NZL,New Zealand,HIN,High income,RCL_CR_LAW,Law,2019,2019,0,,
ASI,Asia,NZL,New Zealand,HIN,High income,RCL_PV_LAW,Law,2019,2019,0.5,,
ASI,Asia,NZL,New Zealand,HIN,High income,RCL_PV_ATT,Attitudes,2019,2019,15.1,,
ASI,Asia,NZL,New Zealand,HIN,High income,RCL_PV_PRACT,Practice,2019,2019,38.3,,
ASI,Asia,NZL,New Zealand,HIN,High income,RCL_FM_LAW,Law,2019,2019,0,,
ASI,Asia,NZL,New Zealand,HIN,High income,RCL_FM_PRACT,Practice,2019,2019,79.2,,
ASI,Asia,NZL,New Zealand,HIN,High income,RCL_AJ_LAW,Law,2019,2019,0,,
ASI,Asia,NZL,New Zealand,HIN,High income,RCL_AJ_PRACT,Practice,2019,2019,61.6,,
ALL,All regions,NZL,New Zealand,HIN,High income,DF_HR_LAW,Law,2019,2019,0.5,,
ALL,All regions,NZL,New Zealand,HIN,High income,DF_HR_ATT,Attitudes,2019,2019,21.4,,
ALL,All regions,NZL,New Zealand,HIN,High income,DF_HR_PRACT,Practice,2019,2019,1.71,,
ALL,All regions,NZL,New Zealand,HIN,High income,DF_DV_LAW,Law,2019,2019,0,,
ALL,All regions,NZL,New Zealand,HIN,High income,DF_IN_LAW,Law,2019,2019,0,,
ALL,All regions,NZL,New Zealand,HIN,High income,RPI_VAW_LAW,Law,2019,2019,0.75,,
ALL,All regions,NZL,New Zealand,HIN,High income,RPI_VAW_ATT,Attitudes,2019,2019,7.7,,
ALL,All regions,NZL,New Zealand,HIN,High income,RPI_VAW_PRACT,Practice,2019,2019,35,,
ALL,All regions,NZL,New Zealand,HIN,High income,RPI_FGM_LAW,Law,2019,2019,0,,
ALL,All regions,NZL,New Zealand,HIN,High income,RPI_MW_PRACT,Practice,2019,2019,105.4,,
ALL,All regions,NZL,New Zealand,HIN,High income,RPI_RA_LAW,Law,2019,2019,0.25,,
ALL,All regions,NZL,New Zealand,HIN,High income,RPI_RA_PRACT,Practice,2019,2019,9,,
ALL,All regions,NZL,New Zealand,HIN,High income,RAPFR_SAL_LAW,Law,2019,2019,0,,
ALL,All regions,NZL,New Zealand,HIN,High income,RAPFR_SANL_LAW,Law,2019,2019,0,,
ALL,All regions,NZL,New Zealand,HIN,High income,RAPFR_SAFS_LAW,Law,2019,2019,0,,
ALL,All regions,NZL,New Zealand,HIN,High income,RAPFR_SAFS_PRACT,Practice,2019,2019,50.9,,
ALL,All regions,NZL,New Zealand,HIN,High income,RAPFR_WR_LAW,Law,2019,2019,0.25,,
ALL,All regions,NZL,New Zealand,HIN,High income,RAPFR_WR_ATT,Attitudes,2019,2019,2,,
ALL,All regions,NZL,New Zealand,HIN,High income,RAPFR_WR_PRACT,Practice,2019,2019,40,,
ALL,All regions,NZL,New Zealand,HIN,High income,RCL_CR_LAW,Law,2019,2019,0,,
ALL,All regions,NZL,New Zealand,HIN,High income,RCL_PV_LAW,Law,2019,2019,0.5,,
ALL,All regions,NZL,New Zealand,HIN,High income,RCL_PV_ATT,Attitudes,2019,2019,15.1,,
ALL,All regions,NZL,New Zealand,HIN,High income,RCL_PV_PRACT,Practice,2019,2019,38.3,,
ALL,All regions,NZL,New Zealand,HIN,High income,RCL_FM_LAW,Law,2019,2019,0,,
ALL,All regions,NZL,New Zealand,HIN,High income,RCL_FM_PRACT,Practice,2019,2019,79.2,,
ALL,All regions,NZL,New Zealand,HIN,High income,RCL_AJ_LAW,Law,2019,2019,0,,
ALL,All regions,NZL,New Zealand,HIN,High income,RCL_AJ_PRACT,Practice,2019,2019,61.6,,
EUR,Europe,NOR,Norway,HIN,High income,DF_HR_LAW,Law,2019,2019,0.5,,
EUR,Europe,NOR,Norway,HIN,High income,DF_HR_ATT,Attitudes,2019,2019,15.2,,
EUR,Europe,NOR,Norway,HIN,High income,DF_HR_PRACT,Practice,2019,2019,1.39,,
EUR,Europe,NOR,Norway,HIN,High income,DF_DV_LAW,Law,2019,2019,0.25,,
EUR,Europe,NOR,Norway,HIN,High income,DF_IN_LAW,Law,2019,2019,0,,
EUR,Europe,NOR,Norway,HIN,High income,RPI_VAW_LAW,Law,2019,2019,0.25,,
EUR,Europe,NOR,Norway,HIN,High income,RPI_VAW_ATT,Attitudes,2019,2019,9.9,,
EUR,Europe,NOR,Norway,HIN,High income,RPI_VAW_PRACT,Practice,2019,2019,27,,
EUR,Europe,NOR,Norway,HIN,High income,RPI_FGM_LAW,Law,2019,2019,0.25,,
EUR,Europe,NOR,Norway,HIN,High income,RPI_MW_PRACT,Practice,2019,2019,105.3,,
EUR,Europe,NOR,Norway,HIN,High income,RPI_RA_LAW,Law,2019,2019,0,,
EUR,Europe,NOR,Norway,HIN,High income,RPI_RA_PRACT,Practice,2019,2019,6,,
EUR,Europe,NOR,Norway,HIN,High income,RAPFR_SAL_LAW,Law,2019,2019,0,,
EUR,Europe,NOR,Norway,HIN,High income,RAPFR_SAL_PRACT,Practice,2019,2019,14.1,,
EUR,Europe,NOR,Norway,HIN,High income,RAPFR_SANL_LAW,Law,2019,2019,0,,
EUR,Europe,NOR,Norway,HIN,High income,RAPFR_SAFS_LAW,Law,2019,2019,0,,
EUR,Europe,NOR,Norway,HIN,High income,RAPFR_SAFS_PRACT,Practice,2019,2019,49.7,,
